GP,Compound,TyreLife,deg_delta,n_samples
Eifel Grand Prix,MEDIUM,16,0.6895,8
Eifel Grand Prix,MEDIUM,17,0.8575,8
Eifel Grand Prix,MEDIUM,18,1.166,13
Eifel Grand Prix,MEDIUM,19,0.972,11
Eifel Grand Prix,MEDIUM,20,1.047,11
Eifel Grand Prix,MEDIUM,21,1.008,9
Eifel Grand Prix,MEDIUM,22,0.905,11
Eifel Grand Prix,MEDIUM,23,1.2125,10
Eifel Grand Prix,MEDIUM,24,1.275,11
Eifel Grand Prix,MEDIUM,25,1.289,9
Eifel Grand Prix,MEDIUM,26,0.9,9
Eifel Grand Prix,MEDIUM,27,0.8815,8
Eifel Grand Prix,MEDIUM,28,1.213,3
Eifel Grand Prix,SOFT,4,0.0,3
Eifel Grand Prix,SOFT,5,0.0,3
Eifel Grand Prix,SOFT,6,-0.0925,8
Eifel Grand Prix,SOFT,7,-0.002,9
Eifel Grand Prix,SOFT,8,-0.102,13
Eifel Grand Prix,SOFT,9,-0.501,12
Eifel Grand Prix,SOFT,10,-0.798,17
Eifel Grand Prix,SOFT,11,-0.5015,18
Eifel Grand Prix,SOFT,12,-0.7425,18
Eifel Grand Prix,SOFT,13,-1.0895,16
Eifel Grand Prix,SOFT,14,-0.739,18
Eifel Grand Prix,SOFT,15,-0.5085,18
Eifel Grand Prix,SOFT,16,-0.691,17
Eifel Grand Prix,SOFT,17,0.0855,14
Eifel Grand Prix,SOFT,18,-0.17,13
Eifel Grand Prix,SOFT,19,-0.2185,4
Eifel Grand Prix,SOFT,21,0.586,5
Eifel Grand Prix,SOFT,22,0.348,5
Eifel Grand Prix,SOFT,23,0.094,5
Eifel Grand Prix,SOFT,24,-0.162,5
Eifel Grand Prix,SOFT,25,0.1255,4
Eifel Grand Prix,SOFT,26,0.2395,4
Eifel Grand Prix,SOFT,27,0.146,4
Eifel Grand Prix,SOFT,28,0.5485,4
Eifel Grand Prix,SOFT,29,0.345,3
Eifel Grand Prix,SOFT,30,0.879,3
Emilia Romagna Grand Prix,HARD,2,0.0,26
Emilia Romagna Grand Prix,HARD,3,0.0,30
Emilia Romagna Grand Prix,HARD,4,0.086,32
Emilia Romagna Grand Prix,HARD,5,0.1,32
Emilia Romagna Grand Prix,HARD,6,0.281,31
Emilia Romagna Grand Prix,HARD,7,0.173,33
Emilia Romagna Grand Prix,HARD,8,0.274,33
Emilia Romagna Grand Prix,HARD,9,0.612,33
Emilia Romagna Grand Prix,HARD,10,0.571,34
Emilia Romagna Grand Prix,HARD,11,0.418,32
Emilia Romagna Grand Prix,HARD,12,0.56,31
Emilia Romagna Grand Prix,HARD,13,0.693,31
Emilia Romagna Grand Prix,HARD,14,0.624,32
Emilia Romagna Grand Prix,HARD,15,0.681,31
Emilia Romagna Grand Prix,HARD,16,0.8915,28
Emilia Romagna Grand Prix,HARD,17,1.007,28
Emilia Romagna Grand Prix,HARD,18,0.9655,30
Emilia Romagna Grand Prix,HARD,19,1.18,29
Emilia Romagna Grand Prix,HARD,20,1.432,29
Emilia Romagna Grand Prix,HARD,21,1.257,29
Emilia Romagna Grand Prix,HARD,22,1.052,27
Emilia Romagna Grand Prix,HARD,23,1.276,28
Emilia Romagna Grand Prix,HARD,24,1.503,25
Emilia Romagna Grand Prix,HARD,25,1.649,28
Emilia Romagna Grand Prix,HARD,26,1.633,25
Emilia Romagna Grand Prix,HARD,27,1.754,27
Emilia Romagna Grand Prix,HARD,28,1.634,25
Emilia Romagna Grand Prix,HARD,29,1.568,25
Emilia Romagna Grand Prix,HARD,30,2.136,24
Emilia Romagna Grand Prix,HARD,31,2.22,21
Emilia Romagna Grand Prix,HARD,32,1.667,21
Emilia Romagna Grand Prix,HARD,33,1.889,19
Emilia Romagna Grand Prix,HARD,34,1.8685,18
Emilia Romagna Grand Prix,HARD,35,1.8305,18
Emilia Romagna Grand Prix,HARD,36,2.0235,18
Emilia Romagna Grand Prix,HARD,37,2.279,11
Emilia Romagna Grand Prix,HARD,38,2.842,9
Emilia Romagna Grand Prix,HARD,39,3.351,6
Emilia Romagna Grand Prix,HARD,40,2.912,7
Emilia Romagna Grand Prix,HARD,41,3.173,5
Emilia Romagna Grand Prix,HARD,42,2.873,4
Emilia Romagna Grand Prix,HARD,43,3.2255,4
Emilia Romagna Grand Prix,HARD,44,4.7845,4
Emilia Romagna Grand Prix,HARD,45,3.599,5
Emilia Romagna Grand Prix,MEDIUM,2,0.0,21
Emilia Romagna Grand Prix,MEDIUM,3,-0.351,25
Emilia Romagna Grand Prix,MEDIUM,4,-0.006,27
Emilia Romagna Grand Prix,MEDIUM,5,0.0,30
Emilia Romagna Grand Prix,MEDIUM,6,0.0975,30
Emilia Romagna Grand Prix,MEDIUM,7,0.014,30
Emilia Romagna Grand Prix,MEDIUM,8,0.137,27
Emilia Romagna Grand Prix,MEDIUM,9,0.27,29
Emilia Romagna Grand Prix,MEDIUM,10,0.3885,30
Emilia Romagna Grand Prix,MEDIUM,11,0.362,29
Emilia Romagna Grand Prix,MEDIUM,12,0.417,30
Emilia Romagna Grand Prix,MEDIUM,13,0.3635,28
Emilia Romagna Grand Prix,MEDIUM,14,0.478,28
Emilia Romagna Grand Prix,MEDIUM,15,0.553,27
Emilia Romagna Grand Prix,MEDIUM,16,0.311,27
Emilia Romagna Grand Prix,MEDIUM,17,0.4905,26
Emilia Romagna Grand Prix,MEDIUM,18,0.579,27
Emilia Romagna Grand Prix,MEDIUM,19,0.579,27
Emilia Romagna Grand Prix,MEDIUM,20,0.597,26
Emilia Romagna Grand Prix,MEDIUM,21,0.4505,24
Emilia Romagna Grand Prix,MEDIUM,22,0.5845,22
Emilia Romagna Grand Prix,MEDIUM,23,0.708,21
Emilia Romagna Grand Prix,MEDIUM,24,0.8175,20
Emilia Romagna Grand Prix,MEDIUM,25,0.912,18
Emilia Romagna Grand Prix,MEDIUM,26,0.937,17
Emilia Romagna Grand Prix,MEDIUM,27,0.267,13
Emilia Romagna Grand Prix,MEDIUM,28,0.39,13
Emilia Romagna Grand Prix,MEDIUM,29,0.672,13
Emilia Romagna Grand Prix,MEDIUM,30,0.9985,8
Emilia Romagna Grand Prix,MEDIUM,31,0.341,11
Emilia Romagna Grand Prix,MEDIUM,32,0.462,10
Emilia Romagna Grand Prix,MEDIUM,33,0.3625,8
Emilia Romagna Grand Prix,MEDIUM,34,0.363,5
Emilia Romagna Grand Prix,MEDIUM,35,0.7185,6
Emilia Romagna Grand Prix,MEDIUM,36,0.562,6
Emilia Romagna Grand Prix,MEDIUM,37,0.444,5
Emilia Romagna Grand Prix,MEDIUM,38,0.381,3
Emilia Romagna Grand Prix,SOFT,9,0.0,7
Emilia Romagna Grand Prix,SOFT,10,-0.077,9
Emilia Romagna Grand Prix,SOFT,11,-0.3655,12
Emilia Romagna Grand Prix,SOFT,12,-0.84,10
Emilia Romagna Grand Prix,SOFT,13,-0.917,9
Emilia Romagna Grand Prix,SOFT,14,-0.3915,8
Emilia Romagna Grand Prix,SOFT,15,-0.6265,6
Emilia Romagna Grand Prix,SOFT,16,0.295,4
French Grand Prix,HARD,2,0.0,39
French Grand Prix,HARD,3,0.0,57
French Grand Prix,HARD,4,-0.044,60
French Grand Prix,HARD,5,0.0,63
French Grand Prix,HARD,6,-0.133,63
French Grand Prix,HARD,7,-0.124,62
French Grand Prix,HARD,8,-0.0285,60
French Grand Prix,HARD,9,-0.12,59
French Grand Prix,HARD,10,-0.2255,58
French Grand Prix,HARD,11,-0.08,58
French Grand Prix,HARD,12,-0.088,59
French Grand Prix,HARD,13,0.0835,58
French Grand Prix,HARD,14,-0.004,55
French Grand Prix,HARD,15,0.1625,56
French Grand Prix,HARD,16,0.396,57
French Grand Prix,HARD,17,0.2495,56
French Grand Prix,HARD,18,0.231,52
French Grand Prix,HARD,19,0.4825,50
French Grand Prix,HARD,20,0.552,49
French Grand Prix,HARD,21,0.41,51
French Grand Prix,HARD,22,0.377,51
French Grand Prix,HARD,23,0.248,50
French Grand Prix,HARD,24,0.3845,48
French Grand Prix,HARD,25,0.229,49
French Grand Prix,HARD,26,0.489,47
French Grand Prix,HARD,27,0.609,44
French Grand Prix,HARD,28,0.476,42
French Grand Prix,HARD,29,0.359,42
French Grand Prix,HARD,30,0.3495,38
French Grand Prix,HARD,31,0.966,26
French Grand Prix,HARD,32,1.508,23
French Grand Prix,HARD,33,0.818,29
French Grand Prix,HARD,34,1.0055,28
French Grand Prix,HARD,35,1.313,25
French Grand Prix,HARD,36,1.713,13
French Grand Prix,HARD,37,1.814,5
French Grand Prix,MEDIUM,2,0.0,23
French Grand Prix,MEDIUM,3,0.0,33
French Grand Prix,MEDIUM,4,-0.13,35
French Grand Prix,MEDIUM,5,-0.027,49
French Grand Prix,MEDIUM,6,-0.142,52
French Grand Prix,MEDIUM,7,-0.0055,58
French Grand Prix,MEDIUM,8,-0.3275,58
French Grand Prix,MEDIUM,9,-0.322,57
French Grand Prix,MEDIUM,10,-0.088,56
French Grand Prix,MEDIUM,11,-0.231,56
French Grand Prix,MEDIUM,12,-0.131,53
French Grand Prix,MEDIUM,13,-0.121,55
French Grand Prix,MEDIUM,14,-0.006,50
French Grand Prix,MEDIUM,15,0.2485,48
French Grand Prix,MEDIUM,16,0.136,49
French Grand Prix,MEDIUM,17,0.271,46
French Grand Prix,MEDIUM,18,0.29,34
French Grand Prix,MEDIUM,19,0.0,30
French Grand Prix,MEDIUM,20,0.038,25
French Grand Prix,MEDIUM,21,-0.314,19
French Grand Prix,MEDIUM,22,-0.1675,18
French Grand Prix,MEDIUM,23,-0.11,15
French Grand Prix,MEDIUM,24,-0.162,11
French Grand Prix,MEDIUM,25,0.092,7
French Grand Prix,MEDIUM,26,-0.252,7
French Grand Prix,MEDIUM,27,-0.1745,6
Hungarian Grand Prix,HARD,2,0.0,45
Hungarian Grand Prix,HARD,3,0.0,52
Hungarian Grand Prix,HARD,4,0.203,50
Hungarian Grand Prix,HARD,5,0.098,59
Hungarian Grand Prix,HARD,6,0.1515,64
Hungarian Grand Prix,HARD,7,0.246,73
Hungarian Grand Prix,HARD,8,0.445,71
Hungarian Grand Prix,HARD,9,0.399,70
Hungarian Grand Prix,HARD,10,0.4985,70
Hungarian Grand Prix,HARD,11,0.671,65
Hungarian Grand Prix,HARD,12,0.6565,68
Hungarian Grand Prix,HARD,13,0.694,72
Hungarian Grand Prix,HARD,14,0.723,68
Hungarian Grand Prix,HARD,15,0.901,71
Hungarian Grand Prix,HARD,16,0.976,66
Hungarian Grand Prix,HARD,17,1.0275,64
Hungarian Grand Prix,HARD,18,0.981,64
Hungarian Grand Prix,HARD,19,1.0715,68
Hungarian Grand Prix,HARD,20,1.1125,62
Hungarian Grand Prix,HARD,21,1.2875,58
Hungarian Grand Prix,HARD,22,1.3415,58
Hungarian Grand Prix,HARD,23,1.391,57
Hungarian Grand Prix,HARD,24,1.444,48
Hungarian Grand Prix,HARD,25,1.497,45
Hungarian Grand Prix,HARD,26,1.485,49
Hungarian Grand Prix,HARD,27,1.724,41
Hungarian Grand Prix,HARD,28,1.56,31
Hungarian Grand Prix,HARD,29,1.707,33
Hungarian Grand Prix,HARD,30,1.75,31
Hungarian Grand Prix,HARD,31,1.684,31
Hungarian Grand Prix,HARD,32,1.949,30
Hungarian Grand Prix,HARD,33,1.806,23
Hungarian Grand Prix,HARD,34,1.819,22
Hungarian Grand Prix,HARD,35,1.875,17
Hungarian Grand Prix,HARD,36,1.773,19
Hungarian Grand Prix,HARD,37,1.6615,16
Hungarian Grand Prix,HARD,38,1.789,16
Hungarian Grand Prix,HARD,39,2.025,15
Hungarian Grand Prix,HARD,40,2.386,14
Hungarian Grand Prix,HARD,41,1.584,7
Hungarian Grand Prix,HARD,42,2.01,3
Hungarian Grand Prix,MEDIUM,2,0.0,37
Hungarian Grand Prix,MEDIUM,3,0.0,43
Hungarian Grand Prix,MEDIUM,4,0.0,54
Hungarian Grand Prix,MEDIUM,5,0.0,66
Hungarian Grand Prix,MEDIUM,6,0.1285,68
Hungarian Grand Prix,MEDIUM,7,0.2165,72
Hungarian Grand Prix,MEDIUM,8,0.157,73
Hungarian Grand Prix,MEDIUM,9,0.332,73
Hungarian Grand Prix,MEDIUM,10,0.444,73
Hungarian Grand Prix,MEDIUM,11,0.5795,72
Hungarian Grand Prix,MEDIUM,12,0.549,71
Hungarian Grand Prix,MEDIUM,13,0.624,69
Hungarian Grand Prix,MEDIUM,14,0.65,71
Hungarian Grand Prix,MEDIUM,15,0.756,70
Hungarian Grand Prix,MEDIUM,16,0.867,69
Hungarian Grand Prix,MEDIUM,17,0.989,63
Hungarian Grand Prix,MEDIUM,18,1.16,60
Hungarian Grand Prix,MEDIUM,19,1.1935,56
Hungarian Grand Prix,MEDIUM,20,1.498,50
Hungarian Grand Prix,MEDIUM,21,1.312,43
Hungarian Grand Prix,MEDIUM,22,1.376,41
Hungarian Grand Prix,MEDIUM,23,1.411,36
Hungarian Grand Prix,MEDIUM,24,1.733,29
Hungarian Grand Prix,MEDIUM,25,1.658,27
Hungarian Grand Prix,MEDIUM,26,1.775,21
Hungarian Grand Prix,MEDIUM,27,1.546,19
Hungarian Grand Prix,MEDIUM,28,1.588,20
Hungarian Grand Prix,MEDIUM,29,1.976,17
Hungarian Grand Prix,MEDIUM,30,1.8425,12
Hungarian Grand Prix,MEDIUM,31,1.798,9
Hungarian Grand Prix,MEDIUM,32,1.6835,4
Hungarian Grand Prix,SOFT,2,0.0,12
Hungarian Grand Prix,SOFT,3,-0.1315,12
Hungarian Grand Prix,SOFT,4,-0.0285,18
Hungarian Grand Prix,SOFT,5,-0.15,19
Hungarian Grand Prix,SOFT,6,-0.324,22
Hungarian Grand Prix,SOFT,7,-0.087,23
Hungarian Grand Prix,SOFT,8,-0.143,24
Hungarian Grand Prix,SOFT,9,0.009,26
Hungarian Grand Prix,SOFT,10,0.094,24
Hungarian Grand Prix,SOFT,11,0.0505,24
Hungarian Grand Prix,SOFT,12,0.413,23
Hungarian Grand Prix,SOFT,13,0.614,25
Hungarian Grand Prix,SOFT,14,0.522,23
Hungarian Grand Prix,SOFT,15,0.719,21
Hungarian Grand Prix,SOFT,16,0.953,18
Hungarian Grand Prix,SOFT,17,1.003,11
Hungarian Grand Prix,SOFT,18,1.454,9
Hungarian Grand Prix,SOFT,19,1.193,7
Hungarian Grand Prix,SOFT,20,0.787,6
Hungarian Grand Prix,SOFT,21,1.294,7
Hungarian Grand Prix,SOFT,22,1.575,6
Hungarian Grand Prix,SOFT,23,2.416,6
Hungarian Grand Prix,SOFT,24,1.8185,4
Hungarian Grand Prix,SOFT,25,0.571,3
Hungarian Grand Prix,SOFT,26,0.559,3
Hungarian Grand Prix,SOFT,29,1.129,3
Hungarian Grand Prix,SOFT,30,1.636,3
Italian Grand Prix,HARD,2,0.0,44
Italian Grand Prix,HARD,3,0.0,51
Italian Grand Prix,HARD,4,0.0,54
Italian Grand Prix,HARD,5,0.0,66
Italian Grand Prix,HARD,6,-0.004,72
Italian Grand Prix,HARD,7,0.0,76
Italian Grand Prix,HARD,8,-0.059,82
Italian Grand Prix,HARD,9,-0.001,80
Italian Grand Prix,HARD,10,-0.017,83
Italian Grand Prix,HARD,11,0.079,81
Italian Grand Prix,HARD,12,0.14,80
Italian Grand Prix,HARD,13,0.135,81
Italian Grand Prix,HARD,14,0.19,81
Italian Grand Prix,HARD,15,0.388,81
Italian Grand Prix,HARD,16,0.483,79
Italian Grand Prix,HARD,17,0.4475,76
Italian Grand Prix,HARD,18,0.6145,70
Italian Grand Prix,HARD,19,0.488,71
Italian Grand Prix,HARD,20,0.673,67
Italian Grand Prix,HARD,21,0.573,64
Italian Grand Prix,HARD,22,0.632,57
Italian Grand Prix,HARD,23,0.624,55
Italian Grand Prix,HARD,24,0.768,51
Italian Grand Prix,HARD,25,0.884,49
Italian Grand Prix,HARD,26,1.001,47
Italian Grand Prix,HARD,27,1.026,45
Italian Grand Prix,HARD,28,1.0675,36
Italian Grand Prix,HARD,29,1.019,34
Italian Grand Prix,HARD,30,1.355,28
Italian Grand Prix,HARD,31,1.386,23
Italian Grand Prix,HARD,32,1.3285,18
Italian Grand Prix,HARD,33,1.412,15
Italian Grand Prix,HARD,34,1.735,13
Italian Grand Prix,HARD,35,1.8265,10
Italian Grand Prix,HARD,36,1.569,8
Italian Grand Prix,HARD,37,1.58,7
Italian Grand Prix,HARD,38,1.158,5
Italian Grand Prix,HARD,39,1.5205,4
Italian Grand Prix,MEDIUM,1,0.0,6
Italian Grand Prix,MEDIUM,2,0.0,63
Italian Grand Prix,MEDIUM,3,0.0,78
Italian Grand Prix,MEDIUM,4,-0.306,82
Italian Grand Prix,MEDIUM,5,-0.35,93
Italian Grand Prix,MEDIUM,6,-0.36,90
Italian Grand Prix,MEDIUM,7,-0.526,100
Italian Grand Prix,MEDIUM,8,-0.4815,98
Italian Grand Prix,MEDIUM,9,-0.439,103
Italian Grand Prix,MEDIUM,10,-0.4365,102
Italian Grand Prix,MEDIUM,11,-0.219,101
Italian Grand Prix,MEDIUM,12,-0.092,87
Italian Grand Prix,MEDIUM,13,-0.123,97
Italian Grand Prix,MEDIUM,14,0.044,96
Italian Grand Prix,MEDIUM,15,-0.037,90
Italian Grand Prix,MEDIUM,16,-0.049,85
Italian Grand Prix,MEDIUM,17,0.044,83
Italian Grand Prix,MEDIUM,18,0.14,75
Italian Grand Prix,MEDIUM,19,0.0935,68
Italian Grand Prix,MEDIUM,20,0.113,63
Italian Grand Prix,MEDIUM,21,0.287,57
Italian Grand Prix,MEDIUM,22,0.043,54
Italian Grand Prix,MEDIUM,23,0.131,47
Italian Grand Prix,MEDIUM,24,0.1195,40
Italian Grand Prix,MEDIUM,25,0.0765,38
Italian Grand Prix,MEDIUM,26,-0.0235,32
Italian Grand Prix,MEDIUM,27,-0.034,30
Italian Grand Prix,MEDIUM,28,-0.29,17
Italian Grand Prix,MEDIUM,29,0.151,15
Italian Grand Prix,MEDIUM,30,-0.142,13
Italian Grand Prix,MEDIUM,31,0.012,10
Italian Grand Prix,MEDIUM,32,-0.247,4
Italian Grand Prix,MEDIUM,33,0.681,3
Italian Grand Prix,SOFT,2,0.0,17
Italian Grand Prix,SOFT,3,-0.123,19
Italian Grand Prix,SOFT,4,-0.238,25
Italian Grand Prix,SOFT,5,0.0,41
Italian Grand Prix,SOFT,6,-0.285,38
Italian Grand Prix,SOFT,7,-0.456,42
Italian Grand Prix,SOFT,8,-0.309,42
Italian Grand Prix,SOFT,9,-0.011,40
Italian Grand Prix,SOFT,10,-0.216,43
